Original,Adversarial,Strategy,Success
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,18+only & club! Dogging new free. reply msgs@150p Welcome This STOP. To is Sex the from improved & service unsubscribe message to this,shuffle,False
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)","Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. contact 08712466669 at 10p/min. 2 end texts contact 08712460324(nat rate)",lexical,True
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)","This is actually NOT Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",negation,False
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)","texts 08712466669 Call rate) 2 the Twinks, skins are scallies, calling jocks Don't bears, 08712460324(nat weekend's fun. miss call now. and 10p/min. stop at",shuffle,False
UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,UR awarded a City Break and could attain a å£200 Summer Shopping spree every WK. message STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,lexical,True
UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,This is actually NOT UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,negation,False
UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,TsCs087147403231Winawk!Age16 å£1.50perWKsub awarded UR Shopping Txt every WIN Summer . could and to WK. a STORE SkilGme. 88039 a å£200 Break City spree,shuffle,False
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim contact 08719181259 Identifier code: XXXXX Expires 26.03.05,lexical,False
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,This is actually NOT Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,negation,False
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,Expires points. 07XXXXXXXXX Identifier To Your 786 2004 for call XXXXX shows unredeemed code: claim account 08719181259 26.03.05,shuffle,False
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate","This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, contact 08712101358 NOW! Only 10p per min. BT-national-rate",lexical,False
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate","This is actually NOT This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",negation,False
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate","750 10p prize. 2 per have won call 08712101358 the This the NOW! U is 2nd tried BT-national-rate min. we contact time is Only have Pound easy, u. claim 2",shuffle,False
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send end to 89070,lexical,False
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,This is actually NOT Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,negation,False
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,sexiest mob dirtiest video - 89070 sex ur horny service STOP Gr8 details to send live - girls 4 cancel - on 89070 phone to text your the chat see to on live new,shuffle,False
RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 contact 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,lexical,False
RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,This is actually NOT RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,negation,False
RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,CALL b4 have 150ppm 050703 å£1250 50 maxå£7. This RGENT! callcost 2nd mobilesvary. T&CsBCM4235WC1N3XX. contact U!U 09071512433 WON attempt the is to,shuffle,False
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm","Congrats! 2 mobile 3G Videophones R yours. contact 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",lexical,False
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm","This is actually NOT Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",negation,False
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm","mobile videochat Dload rentl. ip4. 5we. mates, noline Videophones music, wid games, java ur R 2 bx420. call now! 09061744553 3G Congrats! play 150pm yours. polyH",shuffle,False
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week contact 08000776320 now or respond for delivery Tomorrow,lexical,False
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,This is actually NOT Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,negation,False
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,NEW video want phone per for week network or Tomorrow mins 150 pounds and 750 now anytime you Do call delivery 08000776320 five reply for only any text a,shuffle,False
A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just contact 09066380611,lexical,True
A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,This is actually NOT A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,negation,False
A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,receive å£400 computer customers reward. randomly from Just call a IS loyal picked our you FOR to Our XMAS REWARD 09066380611 A å£400 WAITING has YOU! mobile,shuffle,False
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","1000's flirting NOW! message GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",lexical,False
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","This is actually NOT 1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",negation,False
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","or ZOE 1000's and AGE, BLOKE & GIRL to NOW! get Txt join 18 eg 8007 chatting! & NAME to ur flirting GIRL",shuffle,False
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,Not heard from U4 a while. contact 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send end 8552 SAM xxx,lexical,True
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,This is actually NOT Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,negation,False
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,U4 heard 2End PIX chat 01223585334 cum. then to to text send while. Not a xxx Wan 8552. line private STOP of gettin SAM me 4 pics Call 2C shagged from 8552 rude,shuffle,False
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468","TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",lexical,False
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468","This is actually NOT TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",negation,False
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468","of newest content, to out and Keep babes selection text Games, fit 82468 sport, WAP our your Gossip, Check TheMob> mobile Tones, and funky",shuffle,False
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,lexical,False
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,This is actually NOT Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,negation,False
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,PASS tones charges Text collect your gprs to your Normal polyphonic apply Enjoy only. 69669 ringtones. to,shuffle,False
"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","URGENT! You have won a 1 week complimentary membership in our å£100,000 award Jackpot! message the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",lexical,True
"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","This is actually NOT URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",negation,False
"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","a Jackpot! No: You LCCLTD our week Prize word: å£100,000 Txt www.dbuk.net have POBOX CLAIM T&C membership URGENT! to the 4403LDNW1A7RW18 1 81010 in FREE won",shuffle,False
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,Please contact our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 monetary or å£5000 prize!,lexical,True
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,This is actually NOT Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,negation,False
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,service 0800 on you 10am-9pm representative have 169 å£5000 Please or call å£1000 6031 prize! WON cash our a as guaranteed between customer,shuffle,False
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 award GUARANTEED. contact 09050003091 from land line. Claim C52. Valid12hrs only,lexical,True
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,This is actually NOT URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,negation,False
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,GUARANTEED. We to land shows contact a 09050003091 are draw URGENT! line. C52. prize that won Call have Todays from å£800 only Claim trying you Valid12hrs U.,shuffle,False
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,No. 1 Nokia Tone 4 ur mob every week! Just message NOK to 87021. 1st Tone complimentary ! so get txtin now and tell ur friends. 150p/tone. 16 respond HL 4info,lexical,True
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,This is actually NOT No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,negation,False
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,ur Tone Tone txt 1st Nokia Just every and 1 4info 4 get reply 16 87021. FREE ! to now HL tell friends. NOK No. 150p/tone. mob txtin so week! ur,shuffle,False
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,complimentary for 1st week! No1 Nokia tone 4 ur mobile every week just message NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,lexical,False
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,This is actually NOT FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,negation,False
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,36504 POBox 8077 txt and 1st week! for 16+ tone norm150p/tone NOKIA txting No1 ur FREE just W45WQ week 4 mobile ur Nokia every Get to www.getzed.co.uk tell mates.,shuffle,False
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,lexical,False
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,This is actually NOT U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,negation,False
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,U is UR thinks a they contact 09065171142-stopsms-08718727870150ppm who R*reveal U-find so out with on Admirer have looking who who special-call Secret 2 make,shuffle,False
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow","Hello from Orange. For 1 month's complimentary access to games, news and sport, plus 10 complimentary texts and 20 photo messages, respond YES. Terms apply: www.orange.co.uk/ow",lexical,True
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow","This is actually NOT Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",negation,False
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow","and texts YES. news Hello Terms photo from free messages, apply: 20 free www.orange.co.uk/ow to 10 month's Orange. plus access and reply 1 games, sport, For",shuffle,False
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,Not heard from U4 a while. contact 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send end 8552 SAM xxx,lexical,True
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,This is actually NOT Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,negation,False
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,to chat Wan rude to 01223585334 2C line xxx Not 8552. U4 2End cum. pics from PIX text send a 8552 4 me SAM shagged heard gettin private STOP of Call then while.,shuffle,False
"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",lexical,False
"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","This is actually NOT Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",negation,False
"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","SavaMob Claim 16 ur vouchers mobile! POBOX84, å£3.00 offers of Last M263UZ. discount 85023 Chance! T now! today! Sub. SavaMob, to Text å£150 worth SHOP Cs",shuffle,False
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply","Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",lexical,True
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply","This is actually NOT Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",negation,False
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply","Free-message: 16+only! MAD2 real MAD1, now! to crazy GBP/week! sound the 88888. for sounds just for T&C's apply crazy 3 Jamster!Get For text 6 frog poly text",shuffle,False
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 award GUARANTEED. contact 09050001295 from land line. Claim A21. Valid 12hrs only,lexical,False
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,This is actually NOT URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,negation,False
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,trying land have Call prize won 12hrs Todays are that shows from URGENT! line. to A21. GUARANTEED. draw a you Valid contact We Claim å£800 09050001295 only U.,shuffle,False
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. message ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,lexical,False
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,This is actually NOT Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,negation,False
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,Txt now! ENTRY can Nyt.EC2A.3LP.msg@150p and to Join instructions. 69888 the horniest 2nite!. u sign sex Dogging the have service UK's Just up follow and,shuffle,False
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,lexical,False
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,This is actually NOT Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,negation,True
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,Bloomberg for wait? Why center your +447797706009 Apply -Message future bloomberg.com http://careers.,shuffle,False
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text end 69698,lexical,False
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,This is actually NOT Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,negation,False
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,me see or text charged I 69698 stop text want unsubscribe at am to really horny chat naked text Hey to hot 150pm 69698 to,shuffle,False
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,Santa calling! Would your little ones like a contact from Santa Xmas Eve? contact 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,lexical,True
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,This is actually NOT Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,negation,False
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,like call www.santacalling.com book to Xmas T&C Santa you little from calling! a your last 09077818151 Eve? ones time. Would Call Santa 30s Calls1.50ppm 3mins,shuffle,False
"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar","Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please contact customer services 09065989182. From: [colour=red]text[/colour]TXTstar",lexical,False
"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar","This is actually NOT Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",negation,False
"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar","customer 09065989182. tone be reference Thanks 4.50. arrive order, for Your will not ringtone Should mobile your your please number services X49. [colour=red]text[/colour]TXTstar call From: charged",shuffle,False
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit respond or contact 08000930705 for delivery,lexical,False
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,This is actually NOT we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,negation,False
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,hit contact nokia to a camcorder response fone we or of 08000930705 for new our delivery tried re to reply and you your offer call,shuffle,False
URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,immediate This is our 2nd attempt to contact U. Your å£900 award from YESTERDAY is still awaiting collection. To claim contact NOW 09061702893. ACL03530150PM,lexical,True
URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,This is actually NOT URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,negation,False
URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,contact prize NOW Your from URGENT to ACL03530150PM 09061702893. å£900 still To CALL This collection. is attempt our U. 2nd is claim YESTERDAY awaiting,shuffle,False
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","SIX chances to attain CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply respond HL 4 info",lexical,True
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","This is actually NOT SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",negation,False
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","Reply chances send apply and 16+ info 100 From txt> 20,000 CASH! 87575. 6days, TsandCs CSH11 150p/day, pounds 4 HL win to to SIX Cost to",shuffle,False
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.","Welcome to Select, an O2 service with added benefits. You can now contact our specially trained advisors complimentary from your mobile by dialling 402.",lexical,True
